label,tweet,,,,,,,,,,,,,,,
1,@CPM87 something very fattening  lol,,,,,,,,,,,,,,,
1,Good nite every one! ,,,,,,,,,,,,,,,
1,"@kasey79 aww great, tweetdeck cooperates now and you're leaving me lol...j/k, hope you sleep well... ",,,,,,,,,,,,,,,
1,I can't sleep......again....but I did talk 2 friends I haven't talked to in awhile ,,,,,,,,,,,,,,,
1,@humphreymusic thanks c cool de m'avoir follow ,,,,,,,,,,,,,,,
1,"so yeah. extreme rules, my baby won. ",,,,,,,,,,,,,,,
1,Done with graduation announcements... now I'm designing graduation banners.  ,,,,,,,,,,,,,,,
1,I'm gonna kick it tomorrow! I need to kick it HARD!! ,,,,,,,,,,,,,,,
1,@abobolufe i love you sooo much  that asian in the movie made my day ms bolufeeee ;),,,,,,,,,,,,,,,
1,listening to my future roomie speak in chapel ,,,,,,,,,,,,,,,
1,u hsve to meet me bow wow cos am like the girl u like ,,,,,,,,,,,,,,,
1,has finally got rid of that a-hole. ,,,,,,,,,,,,,,,
1,@Morticia626  #youthinkimkiddingimfuckingseriousiamhavingmeatloafwithdrawalsandamthisclosetorobbingameatloafrestaurant,,,,,,,,,,,,,,,
1,@springcolors no worries - happy to help ,,,,,,,,,,,,,,,
1,has learn many things about love  http://plurk.com/p/x94z1,,,,,,,,,,,,,,,
1,My forthcoming remix for the Dirty Politics duo is on my MySpace now! http://www.myspace.com/udgata ,,,,,,,,,,,,,,,
1,Gonna visit Grandma tomorrow for her birthday celebration. ,,,,,,,,,,,,,,,
1,@BRITTKNEEE_x  New Zealand ,,,,,,,,,,,,,,,
1,@KingdomGuard haha your funny ,,,,,,,,,,,,,,,
1,@clumsyinlove16 oh and yea it is you and kayla. ,,,,,,,,,,,,,,,
1,@chilvia so breakfast bury-toes? from where? o__O haha XD we shud go eat bury-toes one day... o__o yeh? ,,,,,,,,,,,,,,,
1,Tomorrow I'll do a great party in my house with all my friends!!!      ,,,,,,,,,,,,,,,
1,@mopedronin Any sort of feedback. ,,,,,,,,,,,,,,,
1,"@shannonsgoat morning Devil, hope you have an awesome day...I hope you didnt get in2 too much trouble for spilling the coffee ",,,,,,,,,,,,,,,
1,@Mig177 what about me ,,,,,,,,,,,,,,,
1,@KristieW77 Coming up! ,,,,,,,,,,,,,,,
1,@abbydeguzman Happy birthday! ,,,,,,,,,,,,,,,
1,@alandavies1 eh how much have you had to drink tonight???? ,,,,,,,,,,,,,,,
1,"@eloy Ah yes, the human touch. I had forgotten about that type of network. ",,,,,,,,,,,,,,,
1,I want to go to Jamaica. Kim makes it sound so happy.  that's def next on the list.,,,,,,,,,,,,,,,
1,think the waiting might have paid off... finally ,,,,,,,,,,,,,,,
1,magic mountain  !,,,,,,,,,,,,,,,
1,@wahliaodotcom Yes please. Would love to take a look at your masterpiece ,,,,,,,,,,,,,,,
1,@joannec__ i will see you this sunday at church?  i luv it how you're so happy each time u come back to hk  i'm going ot newcastle!,,,,,,,,,,,,,,,
1,@lohanipraveen that is a good idea. i will totally pursue that one ,,,,,,,,,,,,,,,
1,"@nikitamulkey Don't jump into anything SUSHI, if you know what I mean ",,,,,,,,,,,,,,,
1,BBQ party tonight as my sist's in-laws are in town. Expect to miss the FA Cup final.Perhaps I'll sneak a peek during the final minutes ,,,,,,,,,,,,,,,
1,@RecoverHealth cool! ,,,,,,,,,,,,,,,
1,"Up waaaaaaay too early on a Saturday, but still good morning everyone! ",,,,,,,,,,,,,,,
1,@PrincessSonshu Yep  Thanks for checking it out!,,,,,,,,,,,,,,,
1,congratulations @patgeee for being MVP / mythical 5 / champion  so proud of you!!!!,,,,,,,,,,,,,,,
1,Freebie: Get free Burt's Bee Balm every day! Info: http://short.to/1cp2 Follow me for your Twitter freebies! ,,,,,,,,,,,,,,,
1,this for all my facebook peeps   â« http://blip.fm/~7szyg,,,,,,,,,,,,,,,
1,@Dieharddinorawr Omg. Lol that just got me excited all over again.   seriously..... Need to book flights. :|,,,,,,,,,,,,,,,
1,@paulcronin Exactly!!! lol I was being hospitable!  x,,,,,,,,,,,,,,,
1,...looking to see what's going on ,,,,,,,,,,,,,,,
1,Goin to visit the sigma kappa house at colorado college of the mines ,,,,,,,,,,,,,,,
1,http://twitpic.com/6az7n - Greedo. ,,,,,,,,,,,,,,,
1,@reivad so's the smell of cigarettes and alcohol... at least *i * like it. ,,,,,,,,,,,,,,,
1,It's Friday! That knowledge alone makes me as joyful as a midget with a brand-new stepping stool. ,,,,,,,,,,,,,,,
1,"All our dreams can come true, if we have the courage to pursue them. ... Walt Disney  #quote   ",,,,,,,,,,,,,,,
1,"@DanSweeneyUK lucky bstard  where were u out, LA?",,,,,,,,,,,,,,,
1,@Hybrid911 more to the books for new moon so i cant wait ,,,,,,,,,,,,,,,
1,Im in a flirty MOOD oh GREAT ,,,,,,,,,,,,,,,
1,"Ð¡ÐµÐ³Ð¾Ð´Ð½Ñ? Ð¿Ð¾Ð¹Ð´Ñ Ð½Ð° Heaven &amp; Hell. Ð 1990-Ð¼ Ð¾Ð½Ð¸ Ð½Ð°Ð·ÑÐ²Ð°Ð»Ð¸Ñ?Ñ Black Sabbath. 19 Ð»ÐµÑ Ð¿ÑÐ¾ÑÐ»Ð¾, Ð¾Ð´Ð½Ð°ÐºÐ¾... Ð? Ð½ÑÐ°Ð²Ð¸ÑÑ?Ñ? Ð¿Ð¾ Ñ?ÐµÐ¹ Ð´ÐµÐ½Ñ ",,,,,,,,,,,,,,,
1,Rondo profile is the lead story on the front page of the globe today. Can someone get me a paper copy for my collection please???? ,,,,,,,,,,,,,,,
1,"Thanks for the concern, guys. A few stitches later, all is well. Whew. ",,,,,,,,,,,,,,,
1,watching david cook and david archuleta on may 16! can't wait! ,,,,,,,,,,,,,,,
1,"If you like their music(and you should), follow @metricband  ",,,,,,,,,,,,,,,
1,@Puddytatpurr  I love doing zany!,,,,,,,,,,,,,,,
1,"@DianeLDJ Josh was on The West Wing, he played Will Bailey. He is awesome. And no worries, I love you, you just challenge me big time. ",,,,,,,,,,,,,,,
1,@Merritt1177 welcome to twitterland! and good morning ,,,,,,,,,,,,,,,
1,So sleepy......can't.......keep......my eyes open.....Gnight Twitterverse ,,,,,,,,,,,,,,,
1,"Okie dokie, all checked in to hotel Intercontinental and got my #wwdc badge.   Now it's time to take wife to dinner.",,,,,,,,,,,,,,,
1,"@ILUVDALAKERS  hahaha. we all have .... ariza girl, gasol girl, odom girl, farmar girl, vujacic girl as our names.....would u like one? ",,,,,,,,,,,,,,,
1,"@streetpete and to you sir, keep those decks spinning with your top choices ",,,,,,,,,,,,,,,
1,@YoungQ I'm sure someone on here will offer to paint for free ,,,,,,,,,,,,,,,
1,@michelehlw I added you to BBM ,,,,,,,,,,,,,,,
1,@UltimateHurl weeping from mirth &amp; the weight of the world crushing my spirit  Buster lighting a candle = tears of JOY,,,,,,,,,,,,,,,
1,hey! @DavidArchie 's episode of iCarly is on!!!  @jennettemccurdy rocks in this episode.,,,,,,,,,,,,,,,
1,waiting till it's time to go Expo. Just got my next project - a short film. ,,,,,,,,,,,,,,,
1,thinking i need to upload a pic of the new street sign to direct traffic in on sunday for #revolutionchurch...so cool ,,,,,,,,,,,,,,,
1,Going to MIyake's for some sushi and sake bombs. ,,,,,,,,,,,,,,,
1,twenty ,,,,,,,,,,,,,,,
1,@MrPaulEvans lol ur not the first person to think its Lolly's ... haha I'm the 1 n only Lolly Z  not lolly plural lol,,,,,,,,,,,,,,,
1,it's such a nice day . manicure and pedicure w. @emporessansley  .,,,,,,,,,,,,,,,
1,"@ruhanirabin  Ruhani, thanks for the music!  Nice~~~~  Wish u a #BRILLIANT sunday too, how is it so far? ",,,,,,,,,,,,,,,
1,"Anybody wanna tell me the name of Snow Patrol's newest album? I'm too lazy to download individual songs, so I'll get the whole album. ",,,,,,,,,,,,,,,
1,Updating an ipod ,,,,,,,,,,,,,,,
1,@charleneortiz ohh thank you! i appreciate that! ,,,,,,,,,,,,,,,
1,"@turquoiseink Well, I found a &quot;Let's Get it On&quot; video...Oh. My. God....He will be the death of me....haha. ",,,,,,,,,,,,,,,
1,@TeenyR dye mine dark red all time.ex is dark auburn auburn and had times with his character shall we say.lol ,,,,,,,,,,,,,,,
1,Dance Floor Anthem [I Don't Wanna Be In Love]  Good Charlotte &lt;33,,,,,,,,,,,,,,,
1,@ScrapShoppeEtsy Thanks so much for the #Followfriday! You are so nice! ,,,,,,,,,,,,,,,
1,Swinging through the trees on this beautiful summer breeze.... wha ha ha.... its good to be young ,,,,,,,,,,,,,,,
1,"@IrishLad585 hey, good mid-morning! ",,,,,,,,,,,,,,,
1,im tryna be a 40 year old virgin ,,,,,,,,,,,,,,,
1,"WATCHING THE HILLS FINALE, GONNA MISS LAUREN, THEN THE MTV MOVIE AWARDS, WOOOOO! ",,,,,,,,,,,,,,,
1,@playspymaster Locations: Widdrington .. its a tiny village .. perfect for hiding spys in ,,,,,,,,,,,,,,,
1,looks like these sunny spells will continue into next week. ,,,,,,,,,,,,,,,
1,@adam1975 cheers dude. might have some funding to help stage a nice urban decay photo exhibit too.. email me if you're keen. ,,,,,,,,,,,,,,,
1,"@Maykats And, what would be your special hidden talent? I'm just curious. ",,,,,,,,,,,,,,,
1,"WOO HOO. I AM ALL CAUGHT UP ON MY REPLIES, WEEEEE!!!   ",,,,,,,,,,,,,,,
1,@vanessawhite u r a totally amazing singer! truly great! plz tweet bk nd say hey! would b very happy  luv u loads xo luv alex xoxo,,,,,,,,,,,,,,,
1,@MMHighlights What's going on? Partying tonight huh? LOL! ,,,,,,,,,,,,,,,
1,@KyleKalbfleisch i eant rashad evans to win to but jus to be a meanie go machida! ,,,,,,,,,,,,,,,
1,@jeanelakin You are welcome. We look forward to more stimulating discussions from barcampers. ,,,,,,,,,,,,,,,
1,Woo! @eyeslipsface has makeup remover wipes! They're in the studio line. Yay. Gotta get some. ,,,,,,,,,,,,,,,
1,@kirstiealley is saving the world.. one movie and berry at a time  Let me know how I can help!,,,,,,,,,,,,,,,
1,"@ddlovato  ****** LIFE is not always easy, but you just need to live it ONE DAY AT A TIME ",,,,,,,,,,,,,,,
1,"If Laura is in your twitter ID, I want to follow you ",,,,,,,,,,,,,,,
1,"@curtis_susuki GM Curtis, have a fantastic day ",,,,,,,,,,,,,,,
1,@sueyoungmedia Thanks so much! ,,,,,,,,,,,,,,,
1,"is going to watch last nights Katie &amp; Peter: Stateside,   Hope they can worker everything out!! ",,,,,,,,,,,,,,,
1,@JonathanRKnight enjoy your freedom!   We can't wait to punish you again!  ,,,,,,,,,,,,,,,
1,@marjorayy so then you should blogspot about it  haha,,,,,,,,,,,,,,,
1,@lexiphanic  cheap and good system  http://bit.ly/Fgl2Y,,,,,,,,,,,,,,,
1,@paperclipface why limit your story to 140 ch. Tell all what is #annoying you at www.iamsoannoyed.com ,,,,,,,,,,,,,,,
1,Fly to your heart-Selena Gomez ,,,,,,,,,,,,,,,
1,"Watching HOUSE season 5. I love you, Hugh Laurie!! ",,,,,,,,,,,,,,,
1,Van shopping ,,,,,,,,,,,,,,,
1,Ah. I am very tired. Sleep visited me early in the morning. :/ @davanti Yes. You should.  You have a lovely voice.,,,,,,,,,,,,,,,
1,"study for math exam tomorrow, hope i'll doing well ",,,,,,,,,,,,,,,
1,HOME!  I have go work in 4 hours so I'm gonna relax before cleaning a bit.,,,,,,,,,,,,,,,
1,and the night continues... ,,,,,,,,,,,,,,,
1,@eddieizzard Ok...retweeted ,,,,,,,,,,,,,,,
1,@italylogue thanks for the info! I'm getting excited now I have changed my Pounds for some Euros! ,,,,,,,,,,,,,,,
1,"@yaseminx3 Ohh..okay. Thanks for your reply  I wanna ask him, but I bet he'll never reply anyway. lol xD",,,,,,,,,,,,,,,
1,@RealHughJackman we're watching it tonight! i'm sure i will love it ,,,,,,,,,,,,,,,
1,@MadMarlz I'll PM you back on t.nu ,,,,,,,,,,,,,,,
1,eating yghurt yummy.. ,,,,,,,,,,,,,,,
1,so tired. UP was amazing. got my cap and gown today! had fun in Long Beach with my boy and friends. time to sleep. party tomorrow! ,,,,,,,,,,,,,,,
1,"Have been painting all weekend, now Iâm back at work. Only 2 weeks left to vacation, nice ",,,,,,,,,,,,,,,
1,"@GDhuyvetter did I really use the word &quot;hate&quot; ?  I do believe any company in &quot;communication&quot; should be good at it, some are not.",,,,,,,,,,,,,,,
1,at home sick with my favourite aunt in the whole wide world  then villa swim practice later,,,,,,,,,,,,,,,
1,http://twitpic.com/6dmjn - I love my eyes in this picture  Prom pic close up. Amanda Purtell's photography. Love you name-twin! ,,,,,,,,,,,,,,,
1,"Preparing a proposal for a big project, i'm hoping and praying I can close this deal  ! #fb",,,,,,,,,,,,,,,
1,@justcallmetan trying to relax only one more week till vacation ,,,,,,,,,,,,,,,
1,I am going to make this! http://bit.ly/gbCPt  ,,,,,,,,,,,,,,,
1,@Ryan_Shelton of corse not *cough cough* but there is no shame in being addicted to twitter.... +_+ lol i am....... ,,,,,,,,,,,,,,,
1,Yusss! It's Blue-White Day/Yearbook Day! ,,,,,,,,,,,,,,,
1,@TheDailyBlonde Kids should take priority!  We'll catch up!  No worries!! ,,,,,,,,,,,,,,,
1,I love when random shuffle does that ,,,,,,,,,,,,,,,
1,@DavidArchie Are you coming back to Asia again soon? Glad to know you enjoyed your stay while you were there. ,,,,,,,,,,,,,,,
1,@thefenst I bet you really joined because of Oprah  ,,,,,,,,,,,,,,,
1,If your wondering my pic was taking last year on my sisters birthday i like to take weird pics thats why its only my eye LOL ,,,,,,,,,,,,,,,
1,"Good Morning Tweeple, #musicmonday is great  http://bit.ly/jF0wQ and yes I checked out #WolframAlpha watch out Google!",,,,,,,,,,,,,,,
1,@pinksharpii  Thank you.,,,,,,,,,,,,,,,
1,@webchyk Indeed I did. Web dev intern there for the summer of '06. And what a loooong summer it was. J/k. ,,,,,,,,,,,,,,,
1,@RosalieHalegirl YeaH! Got Bunch of friends in Toronto. It is quite cool there. Mad chill peeps ,,,,,,,,,,,,,,,
1,@jemappellekim yeah he was enjoying it ,,,,,,,,,,,,,,,
1,@chriswalder We have an antique joke book that we use as a source... why do you ask? ,,,,,,,,,,,,,,,
1,@SI_MITCHELL i'm sure it'll still have lots of killer robot action goodness ,,,,,,,,,,,,,,,
1,@michael_beasley u miss Kansas toooooooo huh...... don't deny it loserface.....  xO,,,,,,,,,,,,,,,
1,Today is the last day I can ever skip school. So don't expect to see me there ,,,,,,,,,,,,,,,
1,Caffeine is my bff ,,,,,,,,,,,,,,,
1,"@alliecine Well you know what they say, actors must be willing to humiliate themselves. ",,,,,,,,,,,,,,,
1,@ajmclean_team im great and proud to be a bsb fan #BSB ,,,,,,,,,,,,,,,
1,@Jessicaveronica how about just coming to london it solves ALL your problems  x,,,,,,,,,,,,,,,
1,just bought a magazine ,,,,,,,,,,,,,,,
1,Yard work ,,,,,,,,,,,,,,,
1,@tommcfly when r u guys coming to jersey? gd luck with the tour ,,,,,,,,,,,,,,,
1,"@milagro88 LOL! That's ok. Yeah, we did.  He's looking forward to Thursday since we're going around for Visita Iglesia. 14 churches!",,,,,,,,,,,,,,,
1,"Going to see Up today! I'll probably cry my eyes out, seeing as it's a Pixar movie. ",,,,,,,,,,,,,,,
1,@TheDanishGirl ...he would just touch her on her back with his paw when he caught her. Cutest thing! ,,,,,,,,,,,,,,,
1,@ShoeBox21 I read it and commented. Congrats on the feature! ,,,,,,,,,,,,,,,
1,@SheilaCWright Thanks for following.......but if I get any more energy I'll spin out of control!  ,,,,,,,,,,,,,,,
1,@kimmykun awww....all the boys in my life are trek nerds! so cute!! ,,,,,,,,,,,,,,,
1,@KelseyTimmerman Thanks for the #followfriday mention! ,,,,,,,,,,,,,,,
1,Breakfast with Mom ,,,,,,,,,,,,,,,
1,@JMMAgroup haha thanks. mayer dominates. ,,,,,,,,,,,,,,,
1,I just had an Indian guy sing a rickshaw themed song to me. Chuckle ,,,,,,,,,,,,,,,
1,"really soar ... but its that good feeling soar  0o0o @davo_mcflavo, i got ur wraps buddy",,,,,,,,,,,,,,,
1,@BonnieGlick So cool that you go on these biking trips. I wouldn't last a mile. Gotta do something about it. ,,,,,,,,,,,,,,,
1,@EmmaJaneR got my first smile this morning at 0410. Mind u think he was actually laughing at me after fully loading up his nappy! ,,,,,,,,,,,,,,,
1,Six days till the big move ,,,,,,,,,,,,,,,
1,"@nrg07 I do, actually!!  but I have to admit, I get sooo impulsive when it comes to shoes! Hihihiii",,,,,,,,,,,,,,,
1,has to study a lot for final exams again.. blgg! I will feel like in heaven when I've hopefully passt them ,,,,,,,,,,,,,,,
1,@mitchelmusso or you could call me  1-705-341-6311  ,,,,,,,,,,,,,,,
1,@jordanknight Dr.Love; twitter is crashin;I say let's stop the game &amp;since ur already on the internet u could read some eurocontest gmail ,,,,,,,,,,,,,,,
1,@familychoice that competition is over but the current theme is water &amp; runs (SWIDT?) until the end of June. There's an invisible prize ,,,,,,,,,,,,,,,
1,@brookeiloveyou i will post anything good i find ,,,,,,,,,,,,,,,
1,@Ms_Martini free from work.  lemme know and ill plan something funn.,,,,,,,,,,,,,,,
1,"@nickb sweet, do contractors get more than a closet with a window on it now that you have more space? ",,,,,,,,,,,,,,,
1,@g_lifted nooo not geeky at all  So far so good..lol,,,,,,,,,,,,,,,
1,@PriyaQ hope it isnt mahindra holidays asking u to attend their product intro..before collecting ur free trip to munnar.. ,,,,,,,,,,,,,,,
1,had fun yesterday beating keo and his friends at bball  and bonfire afterwords at my house with sisters friends was great ,,,,,,,,,,,,,,,
1,wants to apologize to heather for being stef this a.m. ... Sorry ,,,,,,,,,,,,,,,
1,Fixed the last TGTWebcomics podcast page. It will now display properly and I didn't even have to restart the servers to boot ,,,,,,,,,,,,,,,
1,"@SbutterAMfly So do I  Done I mean, as opposed to in my head or in a pile of yarn! Thanks for the cheer",,,,,,,,,,,,,,,
1,@j_mikal LOL! Yes I'm one of those. I took the blue pill and have been a mac/apple girl since I got my first personal computer ,,,,,,,,,,,,,,,
1,Prepared a new header for my blog..... http://lifeloveandlogic.wordpress.com   ,,,,,,,,,,,,,,,
1,@dizzlewp oh yeah... @zarinah rools!  she's def one a my tweet besties,,,,,,,,,,,,,,,
1,@GOODENess357 lol yes I did say that and I'm sticking to it till proven other wise ,,,,,,,,,,,,,,,
1,home from school today ,,,,,,,,,,,,,,,
1,@siouxsie07 You're welcome!!!!  Glad you like  ,,,,,,,,,,,,,,,
1,@mayorsam i agree-  noodles r essential 2 life. rn't most noodles composed of 90% H2O?..c its all making sense now. ,,,,,,,,,,,,,,,
1,@cotter75 sell that POS PS3 - Xbox360 rocks in every way! ,,,,,,,,,,,,,,,
1,Kinda annoyed right now. But w/ev its summer ,,,,,,,,,,,,,,,
1,"@valenciamusic have a safe flight boys, and hope japan is amaziiiing ",,,,,,,,,,,,,,,
1,@BB517 Well I will send out an email and you all can pick your fave cake and ice cream flavor  and the &quot;cup&quot; part is belgian chocolate,,,,,,,,,,,,,,,
1,"@MANDAMILMO Pizza is always good  Whether it's for breakfast, lunch, or supper... Good stuff ",,,,,,,,,,,,,,,
1,curioso pra como vï¿½o ficar as filmagens de 'the strain'. ,,,,,,,,,,,,,,,
1,@thetek i need that download dude!  hows your holiday going?,,,,,,,,,,,,,,,
1,Nervous about installing Safari beta (Mac) but glad I did -- love Top Sites feature ,,,,,,,,,,,,,,,
1,actually pulled off upgrading her phone. ,,,,,,,,,,,,,,,
1,"eating grapes, yummmm! ",,,,,,,,,,,,,,,
1,goodnight goodnight. ,,,,,,,,,,,,,,,
1,It's a beautiful day!!! ,,,,,,,,,,,,,,,
1,@kerrylouisexxx oh  plenty of time to buy me a prezzie! ;),,,,,,,,,,,,,,,
1,@Vikingfist Thanks for adding me to your cool people list for FF! ,,,,,,,,,,,,,,,
1,last sunday before going home!   ,,,,,,,,,,,,,,,
1,@kymmface omg so was up as amazing/tearjerking as I said it was or what?? ,,,,,,,,,,,,,,,
1,@westlifefan1984 yay!!!   julian smith is wicked!!! want him to win!!!   ,,,,,,,,,,,,,,,
1,church camp tomorrow! so excited ,,,,,,,,,,,,,,,
1,"@seamusshay Great news.  By the way, there is a little Doc on the way as well ",,,,,,,,,,,,,,,
1,"@prateekgupta yeah agreed.. the convo that followed was ROFL  @viveksingh hehe, i've already been doing shameless advertising for the pic!",,,,,,,,,,,,,,,
1,"@CandlesbyTasha That's great news, Tasha. I'm happy for you ",,,,,,,,,,,,,,,
1,@bittersweetm Cat's out of the bag now! ,,,,,,,,,,,,,,,
1,"Big Brother - Thursday 4th June, 9PM, Channel 4  Going to be goood this year or so the leaks suggest...........",,,,,,,,,,,,,,,
1,"Pending on the twitter, I type between 61 and 84 wpm. Not too shabby, if I do say so myself. ",,,,,,,,,,,,,,,
1,@Emm_Jay woot! JEM! I'd totally see that! ,,,,,,,,,,,,,,,
1,@Smithycurt NOBBBBBYYY NOBBY NOB ROTTY  ,,,,,,,,,,,,,,,
1,another day to think. alone in twiga all day. ,,,,,,,,,,,,,,,
1,@entreprediva haha  not at all!,,,,,,,,,,,,,,,
1,watching americas next top modal with natalyn  byez,,,,,,,,,,,,,,,
1,"@CrypticFragment Thanks dear! The tile is actually a Persian design (9th century, maybe?) But I loved it too ",,,,,,,,,,,,,,,
1,Everyone have a great night im off to bed.. its late.. Keep up the good tweets. Im enjoying reading them ,,,,,,,,,,,,,,,
1,@Jonasbrothers Guys..... U rock!! I love the first episode and I can't wait to see the second one!! Congratulations!! much love!! ,,,,,,,,,,,,,,,
1,yesssss spy kids is on  haha used to love that movie,,,,,,,,,,,,,,,
1,@JasmineMrtnz awww thats sooo cutee dudeeee! ,,,,,,,,,,,,,,,
1,@jeffsgrippen i work in youth justice ,,,,,,,,,,,,,,,
1,Ihop with my mommy ,,,,,,,,,,,,,,,
1,my blonde always shines. ,,,,,,,,,,,,,,,
1,@itszikki you right u right...but woman run shit! know that! ,,,,,,,,,,,,,,,
1,@mktoon you're an 8 yo at heart. ,,,,,,,,,,,,,,,
1,"@peacockbargrill Just looked over them, they're nice!    (forgot to look earlier )",,,,,,,,,,,,,,,
1,Goodmorning twitters of all countries ,,,,,,,,,,,,,,,
1,thinks it's another glorious day. Far too nice for work. Hoping it's nice for my time off next week ,,,,,,,,,,,,,,,
1,"@DanielBrenton My Deepest Thanks for you!! Frustration of how to help has been hard for me. Knowing someone heard, Makes me Very Happy. ",,,,,,,,,,,,,,,
1,@arishiia Yes yes see you later! ,,,,,,,,,,,,,,,
1,is new at twitter.....already addicted! ,,,,,,,,,,,,,,,
1,"@AmyElectro 18th July, tickets are Â£10 ",,,,,,,,,,,,,,,
1,Bought the MH bundle? Create a task called &quot;Mario&quot; or &quot;Star Wars&quot; in &quot;The Hit List&quot;. Make sure your sound is on and complete the tasks! ,,,,,,,,,,,,,,,
1,who likes spoungebob square pant ,,,,,,,,,,,,,,,
1,@whitey Heyyyy. ,,,,,,,,,,,,,,,
1,@GeekMommy Yeah...for sure. I hope at least you got to sleep this one off. Have a good night! ,,,,,,,,,,,,,,,
1,@Blackrush Must have had a busy Sunday ,,,,,,,,,,,,,,,
1,"&quot; ice caps suck, thats all i got. . i dont know why i said that i love ice caps. . water woo?&quot; ahh i love my brother ",,,,,,,,,,,,,,,
1,@nickpaulus Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,,,,,,,,,,,,,,,
1,@jcbaggee sucks to be you now? ,,,,,,,,,,,,,,,
1,@BobbiBillard I like looking at and playing with the squeeky toys when I go shopping. *squeek squeek!* ,,,,,,,,,,,,,,,
1,"Our Ep 'This is Now' Is finally up for sale on itunes, please purchase a copy! ",,,,,,,,,,,,,,,
1,@hitzdotfm connecting friends and my assignment..  copy them all from internet.. LOL!!,,,,,,,,,,,,,,,
1,"@Rob_Banks hah yes, that coffee table on a bath tub is cool ",,,,,,,,,,,,,,,
1,"Mixing down &quot;Broken Heart&quot;, god I love full automation and total recall!  ",,,,,,,,,,,,,,,
1,@ryanringold @jbchristensen thanks for your kind words - sorry for being slow on the response. ,,,,,,,,,,,,,,,
1,".@fohlin yup, will try it out soon, embarrasingly low on disk space at the moment though... ",,,,,,,,,,,,,,,
1,@KevinRuddPM Like how you didn't spoil it for us over the other side of the continent ,,,,,,,,,,,,,,,
1,peach and mango ice tea.  yummmmmmmmm!,,,,,,,,,,,,,,,
1,"Kids are in the bath... yes... unaccompanied.  I'm probably looking for trouble after the weekend we've had, but gotta live on the edge ",,,,,,,,,,,,,,,
1,@MeganLovesJo yeah. awww! well you'll still get to see her!  and who knows what could happen ,,,,,,,,,,,,,,,
1,I just too my first breathalizer and passed. Yessss! ,,,,,,,,,,,,,,,
1,@haloHalo45 OMG i'm drinking swiss hazelnut coffee!!  ,,,,,,,,,,,,,,,
1,"Good week last week, got plenty of work done and achieved some new goals. Business Development was great ",,,,,,,,,,,,,,,
1,"Listening to Demi Lovato, Jonas Brothers, Selena Gomez and Camp Rock Music!! ",,,,,,,,,,,,,,,
1,"Brandon's final flag football game today - the kid is a stud, what can I say. ",,,,,,,,,,,,,,,
1,Doing a lot of sales today. ,,,,,,,,,,,,,,,
1,i had an interview this arvo ,,,,,,,,,,,,,,,
1,@IAMtheCOMMODORE YES! Red Wings are going to win the cup again for the second year in a row ,,,,,,,,,,,,,,,
1,@julie_moore you are such a good friend i'll drink to that  xxx lol,,,,,,,,,,,,,,,
1,@UzimaCollective WOW! Feelin that pic Ma ,,,,,,,,,,,,,,,
1,@Request_Line @BarbPask @BullsandBeavers @tufani @SfArtNews @ronniebiccard @TopicTurtle thx 4 the great comments &amp; staying in touch! ,,,,,,,,,,,,,,,
1,@TuneSpace Ok thanks very much !!! I'll tel them as soon as I can .. kisses  ,,,,,,,,,,,,,,,
1,@alexischarlotte HEY! are you coming today?  carpool with dee ,,,,,,,,,,,,,,,
1,I'm tired! My buddy Chiken slept over and I did go to sleep til 1. Had so much fun with friends yesterday! ,,,,,,,,,,,,,,,
1,Just bumped into two friends at a kinokuniya. Haven't seen them for over a year since poly graduation. ,,,,,,,,,,,,,,,
1,My legs are so pricklie they look like chayotes lol so sexy ,,,,,,,,,,,,,,,
1,@gemmak500 no loud music then if you are driving..oh on second thoughts that might even drive the headache away ,,,,,,,,,,,,,,,
1,"home today, gig with Hope. summer soon ",,,,,,,,,,,,,,,
1,@Jaaamerz it's better on the computer ,,,,,,,,,,,,,,,
1,Just finished up the greece level of tomb raider anniversary. Time for bed. After a cigarette. ,,,,,,,,,,,,,,,
1,@babybx iPod!?? iPhone ftw!!!  in winter the 4G will come.,,,,,,,,,,,,,,,
1,currently listening to ratu lebah by ran . coooll* ,,,,,,,,,,,,,,,
1,"Right... getting up now, I've been lazy this morning and the chickens can just lump it... wine making today ",,,,,,,,,,,,,,,
1,@carolyngalvante &amp; Neil's home too so we can come by ,,,,,,,,,,,,,,,
1,@RachellNikole  lol   around twitter land ,,,,,,,,,,,,,,,
1,meetin up with joshua later ,,,,,,,,,,,,,,,
1,i think im in love ,,,,,,,,,,,,,,,
1,@jezhunt Cafe Nero's coffee's miles better...only a minute or two from that other place ,,,,,,,,,,,,,,,
1,@Spinelli666 The libtards know who they are   #p2 #tcot,,,,,,,,,,,,,,,
1,"#followfriday @HorneyMedia @Ladyannafoster @doggsy Follow the Metro Radio team, they're all fantastic... especially Doggsy, funny guy!  ",,,,,,,,,,,,,,,
1,@geekachu iPhone tell him LOL  Only messing - glad to help  http://bit.ly/18fKMM,,,,,,,,,,,,,,,
1,@alessiaguarnera ..u can't believe that im eating more kebab than pastas in this period ,,,,,,,,,,,,,,,
1,@KlingongBane haha thankyou very much ,,,,,,,,,,,,,,,
1,@HeatherAndrea No promises on staying outta trouble! ... You do the same! ,,,,,,,,,,,,,,,
